id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
31831220;Cosy Apartment in Santos;227836548;GuestReady;Lisboa;Estrela;387.092;-915.513;Entire home/apt;47;1;4;24.07.2019;0.15;3;33
31832968;Modern Mezzanine Apartment with A/C;227836548;GuestReady;Lisboa;Alvalade;3.875.056;-91.448;Entire home/apt;47;2;2;28.04.2019;0.07;3;33
31833743;Salitre Garden@lovely apartment in heart of Lisbon;59156390;Maria;Lisboa;Santo Antnio;3.871.985;-914.761;Entire home/apt;99;5;49;07.10.2019;Jan 75;17;0
31835283;LISBOA CASTELO 11;224337068;Peter & Anthony;Lisboa;Santa Maria Maior;3.871.225;-9.135;Entire home/apt;55;2;39;27.09.2019;Jan 44;5;62
31836716;LISBOA CASTELO 12;224337068;Peter & Anthony;Lisboa;Santa Maria Maior;3.871.292;-913.469;Entire home/apt;60;2;34;04.10.2019;Jan 27;5;55
31844365;Luxurious Apartment 4 bedrooms - 8 guests;58150;Vinicius Parisian;Lisboa;Santo Antnio;3.871.977;-915.362;Entire home/apt;399;3;23;10.01.2020;Jan 23;2;9
31845399;Príncipe Real Luxury;238661127;Maria;Lisboa;Misericrdia;3.871.577;-915.364;Entire home/apt;158;1;30;01.03.2020;01. Jun;1;166
31845461;"CamperVan ""Rufina"": road & surf trip ready |Lisbon";234160228;João Diogo;Sintra;Queluz e Belas;3.876.086;-925.106;Entire home/apt;65;4;38;29.07.2020;Jan 36;2;294
31849468;LISBOA ALFAMA 3;224337068;Peter & Anthony;Lisboa;Santa Maria Maior;387.116;-913.008;Entire home/apt;55;2;35;29.07.2019;Jan 34;5;54
31851425;Cascais Cosy Getaway;150964225;Michela Almeida Peixoto;Cascais;Cascais e Estoril;3.870.202;-943.339;Entire home/apt;49;3;11;16.10.2019;0.41;2;340
31851780;Zen Room with Balcony;238710545;Carla;Lisboa;So Domingos de Benfica;3.874.342;-917.728;Private room;37;2;4;24.11.2019;0.15;2;172
31851864;Seafront Swimming Pool Apartment;4749863;Nuno;Cascais;Cascais e Estoril;3.869.429;-937.204;Entire home/apt;85;3;6;16.09.2019;0.25;1;71
31851868;Casa nas Avencas;3025818;Ana;Cascais;Carcavelos e Parede;3.868.869;-935.782;Entire home/apt;80;2;2;11.07.2019;0.09;1;170
31853238;Quarto Twin com Vista Interior;238692609;The7Hotel;Lisboa;Santa Maria Maior;3.870.924;-913.768;Hotel room;150;1;0;;;6;319
31853239;Quarto Twin com Vista Cidade;238692609;The7Hotel;Lisboa;Santa Maria Maior;3.870.962;-913.922;Hotel room;160;1;0;;;6;318
31853245;Estúdio;238692609;The7Hotel;Lisboa;Santa Maria Maior;3.870.966;-913.909;Hotel room;190;1;0;;;6;322
31853247;Quarto Duplo com Vista Interior;238692609;The7Hotel;Lisboa;Santa Maria Maior;3.871.089;-91.394;Hotel room;150;1;0;;;6;318
31853249;Quarto Duplo com Vista Cidade;238692609;The7Hotel;Lisboa;Santa Maria Maior;3.871.142;-913.823;Hotel room;160;1;0;;;6;321
31853252;Quarto Pequeno com Vista Interior com Teto Inclinado;238692609;The7Hotel;Lisboa;Santa Maria Maior;387.114;-913.737;Hotel room;150;1;0;;;6;239
31853741;Lisbon Room;238710545;Carla;Lisboa;So Domingos de Benfica;3.874.533;-917.782;Private room;42;2;0;;;2;169
31856886;Cascais Spacious Getaway;17484309;Manuel;Cascais;Cascais e Estoril;3.871.084;-943.321;Entire home/apt;100;3;19;08.02.2020;0.68;1;173
31859636;Lisbon Downtown Charme II w/ Parking 7€ Day;84627990;Sarah & Pedro;Lisboa;Arroios;3.873.185;-913.448;Entire home/apt;35;1;101;08.07.2020;Mrz 57;17;140
31872697;POOL VILLA WITH OCEAN VIEW;105229019;Carlos André;Sintra;Colares;3.876.878;-948.237;Entire home/apt;470;3;1;29.07.2019;0.04;5;161
31874845;ALTIDO Gorgeous 3BR home w/balcony nearby Time Out Market;1756107;Altido;Lisboa;Misericrdia;3.870.825;-915.067;Entire home/apt;125;2;34;02.12.2019;Jan 18;130;316
31876783;Bright Duplex w/ Terrace;221880099;Goodplace;Lisboa;Belm;3.870.406;-920.327;Entire home/apt;114;1;8;03.10.2020;0.30;30;253
31876792;Sunny Duplex in Belém;221880099;Goodplace;Lisboa;Belm;3.870.356;-920.372;Entire home/apt;124;1;7;30.03.2019;0.28;30;0
31876894;Large Terrace in Belém;221880099;Goodplace;Lisboa;Belm;3.870.409;-920.337;Entire home/apt;132;1;8;30.06.2019;0.30;30;334
31876972;Studio w/ Outdoor Terrace;221880099;Goodplace;Lisboa;Belm;3.870.408;-920.349;Entire home/apt;119;1;12;24.12.2019;0.45;30;252
31877069;Modern Flat w/ Terrace in Belém;221880099;Goodplace;Lisboa;Belm;3.870.554;-920.356;Entire home/apt;132;1;6;27.03.2019;0.21;30;320
31878502;Ocean Blue - spacious, sleeps 10, outstanding view;25391913;Portugal Portfolio - Agency;Cascais;Cascais e Estoril;3.870.635;-940.888;Entire home/apt;234;3;20;05.09.2020;0.72;35;269
31880352;Alfama - Historic Center with River View;32293705;António;Lisboa;Santa Maria Maior;3.871.051;-912.826;Entire home/apt;58;2;108;04.02.2021;Mrz 83;4;346
31881758;BEAUTIFUL APARTMENT IN HISTORIC CENTER;9631581;Mónica & António;Lisboa;Santo Antnio;3.871.605;-915.435;Entire home/apt;77;3;27;20.02.2020;1.00;1;340
31882840;Blue Secret Gardens-Hidden Gem in Historic Center;8839058;Andreia;Lisboa;So Vicente;3.871.724;-912.851;Entire home/apt;49;2;61;09.12.2019;Feb 33;9;218
31890517;Freedom - Lisbon;89295732;Maria Do Mar;Lisboa;Beato;3.873.764;-912.533;Entire home/apt;50;2;64;13.09.2019;Feb 20;1;103
31893069;Room near Oeirasgolf and Atlântica University;201820755;Ana;Oeiras;Barcarena;387.412;-928.974;Private room;39;2;6;29.05.2019;0.21;1;180
31895546;Spacious room with sunny terrace!;19595047;Pedro;Sintra;Massam e Monte Abrao;3.875.296;-928.358;Private room;23;1;29;15.02.2020;1.00;1;357
31901550;CASAL DAS PORTELINHAS;239143148;Sabra;Torres Vedras;Ventosa;3.905.715;-935.159;Entire home/apt;75;3;39;05.04.2021;Jan 46;3;217
31914347;SEA VIEW w/ POOL, Terrace & Parking;83883069;Rahim & Ilona;Cascais;Cascais e Estoril;386.961;-944.006;Entire home/apt;139;2;69;16.03.2020;Feb 44;8;285
31915351;Central apartment with great ocean view (sleeps 4);239262731;Simen;Mafra;Ericeira;389.699;-941.497;Private room;49;2;14;15.10.2019;0.52;2;329
31916296;Brilliant and Charming Apart Chiado-Bairro Alto;23780167;Ricardo;Lisboa;Misericrdia;3.871.222;-914.836;Entire home/apt;107;2;29;23.02.2020;01. Feb;18;0
31918747;Central apartment with great ocean view;239262731;Simen;Mafra;Ericeira;3.896.978;-94.141;Private room;29;2;13;31.08.2020;0.74;2;0
31919866;Sintra Sweet Apartment II - Casal da Fonte Longa;47771525;QTFL - Quinta Da Fonte Longa LDA;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;3.879.611;-937.568;Entire home/apt;82;2;3;20.08.2020;0.19;2;171
31919918;New Charmy Spot;239299651;Berit;Lisboa;Misericrdia;3.870.833;-915.167;Entire home/apt;100;1;31;30.12.2019;Jan 27;1;314
31928489;Brilliant and Charming Apart Chiado-Bairro Alto;23780167;Ricardo;Lisboa;Misericrdia;3.871.082;-914.764;Entire home/apt;63;2;6;11.05.2019;0.21;18;44
31928859;Amazing 3 bdr flat;6750139;Sónia;Lisboa;Arroios;3.873.078;-91.328;Entire home/apt;40;30;3;30.11.2019;0.11;2;173
31929913;NEW-Charming Studio in Lisbon´s Historic Center;61064532;Pedro;Lisboa;Santa Maria Maior;3.871.626;-913.535;Entire home/apt;45;2;103;04.10.2020;Mrz 59;4;275
31938502;Bright and spacious private triple room;40617682;Alexander;Lisboa;Arroios;38.73;-913.357;Hotel room;46;1;31;13.09.2020;Jan 17;5;61
31938602;Design Avenidas Novas Flat;11093680;Claudia;Lisboa;Avenidas Novas;3.873.764;-914.942;Entire home/apt;150;2;3;19.02.2021;0.54;4;124
31938692;Bright & Cosy Studio in Belém for 4p, near tram;233852027;Cristina;Lisboa;Belm;3.869.661;-921.899;Entire home/apt;105;2;5;19.09.2019;0.18;5;0
31938897;Downtown Design Palma Apartment II;233852027;Cristina;Lisboa;Santa Maria Maior;3.871.784;-913.496;Entire home/apt;150;2;4;01.06.2019;0.17;5;0
31938956;Downtown Design Palma Terrace II, 2mins to subway;233852027;Cristina;Lisboa;Santa Maria Maior;3.871.814;-913.636;Entire home/apt;207;2;24;12.03.2019;0.86;5;0
31939333;Apartamento no centro da cidade de Mem Martins;239474644;Maria;Sintra;Algueiro-Mem Martins;3.879.769;-934.271;Entire home/apt;37;4;42;27.04.2019;Jan 48;1;97
31941589;Private double room with a terrace and patio view;40617682;Alexander;Lisboa;Arroios;3.872.983;-913.532;Hotel room;48;1;29;14.12.2020;Jan 15;5;65
31942516;Private room with independente entrance;40617682;Alexander;Lisboa;Arroios;3.872.981;-913.336;Hotel room;42;1;45;29.09.2020;Jan 99;5;60
31945479;Bright Studio - 29185/AL;239514236;Sonia;Lisboa;Arroios;3.871.662;-913.728;Entire home/apt;25;30;4;21.05.2019;0.15;1;166
31945527;Alfama Cozy 2BR w/RiverView+AC - by LU Holidays;239513511;Goncalo & Miku;Lisboa;Santa Maria Maior;3.871.233;-912.662;Entire home/apt;78;1;82;11.02.2021;Feb 95;31;364
31948104;A delightful room near the beach;34940623;Maria Alexandre;Cascais;So Domingos de Rana;3.871.113;-936.291;Private room;25;2;6;01.03.2021;0.27;2;73
31949617;Lawrence House - Apartment by the Sea;190297468;Lawrence House;Cascais;Cascais e Estoril;3.869.902;-944.086;Entire home/apt;110;2;13;02.10.2019;0.46;6;285
31951012;BAIRRO ALTO EXPERIENCE by HOMING;104083974;Homing;Lisboa;Misericrdia;3.871.224;-914.569;Entire home/apt;92;2;14;01.01.2020;0.50;91;308
31954031;Living Bairro Alto II;4861007;Pedro;Lisboa;Misericrdia;3.871.314;-914.519;Entire home/apt;88;1;115;03.02.2021;Apr 23;26;339
31957356;A cosy room and nature;2453228;Claire;Sintra;So Joo das Lampas e Terrugem;3.884.717;-945.284;Private room;25;3;4;28.02.2021;0.42;4;218
31957576;Guesthouse Lisbon city center FS2-Room2;132445815;Cândida;Lisboa;Arroios;387.334;-913.257;Private room;25;4;24;07.05.2019;0.89;21;77
31969789;Chiado Skyline;3953109;Feels Like Home;Lisboa;Misericrdia;3.870.853;-914.417;Entire home/apt;129;2;2;25.02.2020;0.12;272;204
31970464;Dreamly Sintra;171425502;Jorge;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;3.879.663;-939.361;Entire home/apt;85;2;2;03.01.2021;0.22;3;242
31979757;Vivenda Duarte;237563363;M;Mafra;Ericeira;3.895.461;-940.647;Entire home/apt;20435;1;6;06.07.2019;0.26;3;365
31980545;Pastel - Charming stay in authentic Lisbon;105540604;Christophe;Lisboa;Ajuda;3.870.619;-92.021;Entire home/apt;59;2;23;05.10.2019;0.98;18;349
31980837;Panteão House;239770235;Casas;Lisboa;So Vicente;3.871.541;-912.332;Entire home/apt;45;3;38;08.08.2019;Jan 38;2;363
31981672;Comfortable room in Belém (Private Bathroom);50201063;Svetlana;Lisboa;Belm;3.869.839;-919.638;Private room;28;2;54;08.03.2020;Jan 88;4;48
31982636;Rossio Vintage 2BR HistoricCenter - by LU Holidays;239513511;Goncalo & Miku;Lisboa;Santa Maria Maior;3.871.299;-913.532;Entire home/apt;82;1;92;19.04.2021;Mrz 53;31;362
31990160;NEW-Renovated Elegant Studio in Historic Center;61064532;Pedro;Lisboa;Santa Maria Maior;3.871.625;-913.534;Entire home/apt;49;2;100;22.12.2019;Mrz 55;4;253
32001132;Charming Cozy Studio with Garden & Pool;239931825;Laurence;Cascais;Cascais e Estoril;3.871.211;-943.699;Entire home/apt;99;2;47;06.09.2020;Jan 63;1;325
32001468;My house in Alfama;239770235;Casas;Lisboa;So Vicente;3.871.559;-912.327;Entire home/apt;45;3;33;15.03.2020;Jan 19;2;363
32001641;Olá Lisbon - Alfama II;237997624;Miguel;Lisboa;So Vicente;3.871.858;-912.021;Entire home/apt;48;1;39;28.09.2019;Jan 38;1;97
32003786;Chiado Cozy 3 1BR w/Patio - by LU Holidays;239513511;Goncalo & Miku;Lisboa;Misericrdia;3.871.093;-915.019;Entire home/apt;55;1;52;01.06.2021;Feb 16;31;360
32005391;Esperança-'Hope';234069201;Isabel;Lisboa;Estrela;3.870.776;-915.606;Entire home/apt;50;3;21;30.08.2020;0.84;1;177
32006164;S. Bento Charming Flat;3953109;Feels Like Home;Lisboa;Misericrdia;3.871.154;-915.093;Entire home/apt;90;2;11;09.08.2020;0.66;272;290
32006621;ALTIDO Splendid 2BR flat in Bairro Alto, nearby Luís de Camões Sq.;1756107;Altido;Lisboa;Misericrdia;3.871.042;-914.382;Entire home/apt;93;2;2;20.11.2020;0.19;130;358
32007309;Santa Engracia - Lissabon Altstadt;228869638;Céu;Lisboa;So Vicente;3.871.851;-912.233;Entire home/apt;91;2;0;;;25;257
32007520;Palace Collection 1, Bairro Alto;239970400;Palace Collection;Lisboa;Misericrdia;3.871.097;-914.936;Entire home/apt;85;3;8;13.08.2019;0.30;3;299
32010799;Cozy Space in Belém;221880099;Goodplace;Lisboa;Belm;3.870.374;-920.313;Entire home/apt;111;1;7;09.09.2019;0.26;30;289
32013625;Monte - Estoril Elegant Bedroom w/ balcony;240020852;Inilde;Cascais;Cascais e Estoril;3.871.295;-940.441;Private room;40;1;6;17.04.2019;0.23;1;177
32013639;Studio XL Cascais - Pool sea view;240014150;Marco Antonio;Cascais;Cascais e Estoril;3.870.018;-943.272;Entire home/apt;54;3;42;09.03.2020;Jan 59;1;307
32015226;Pl - Beautiful flat in prime location! Great view;26944307;My Fair Lisbon;Lisboa;Misericrdia;3.871.336;-915.087;Entire home/apt;40;20;32;03.03.2020;Jan 20;17;0
32015588;Casa das Merceeiras-Apartment Silver;36933769;Teresa;Lisboa;Santa Maria Maior;3.871.071;-9.132;Entire home/apt;30;30;2;28.02.2021;0.29;2;300
32032528;Cozy Central Apartment with a Patio;240160365;Francisco;Lisboa;Arroios;3.873.324;-913.855;Entire home/apt;60;2;14;05.07.2019;0.52;1;88
32033601;NEW-Renovated Modern Studio in the Historic Center;61064532;Pedro;Lisboa;Santa Maria Maior;3.871.624;-913.527;Entire home/apt;49;2;116;12.06.2021;04. Jan;4;246
32034339;Helena Casa - Lissabon Altstadt;228869638;Céu;Lisboa;So Vicente;3.871.824;-912.343;Entire home/apt;108;2;10;21.12.2020;0.45;25;263
32035139;duplo wc privado;66077974;Be Lisbon Hostel -;Lisboa;Arroios;3.873.225;-913.917;Private room;67;1;0;;;6;158
32035143;Quarto Familiar, s/wc;66077974;Be Lisbon Hostel -;Lisboa;Arroios;3.873.096;-913.895;Private room;69;1;1;21.10.2019;0.05;6;164
32039111;F7 Surf House;42841520;Pedro;Cascais;Cascais e Estoril;3.871.322;-94.319;Entire home/apt;45;2;31;08.06.2019;Jan 15;1;66
32039246;Baixa Vintage 3BR w/Elevator - by LU Holidays;239513511;Goncalo & Miku;Lisboa;Santa Maria Maior;3.870.985;-913.707;Entire home/apt;89;1;57;06.03.2020;Feb 86;31;356
32040414;THE YELLOW ROOM - VERY CENTRAL ! NEAR THE METRO;97139334;Joana;Lisboa;Arroios;387.343;-913.589;Private room;30;5;3;26.01.2020;0.11;2;118
32040826;Ninho do Pardal - Praia do Magoito, Sintra;240224095;Casimira;Sintra;So Joo das Lampas e Terrugem;3.886.895;-94.279;Entire home/apt;55;3;42;25.09.2020;Jan 58;1;332
32042080;Belém Deluxe Stay;76223539;BnBird Homes;Lisboa;Belm;3.869.809;-922.597;Entire home/apt;134;3;44;06.05.2021;Jan 60;84;200
32044356;Benfica Cosy Apartment;55961341;Olga;Lisboa;Benfica;3.875.276;-919.808;Entire home/apt;50;1;21;16.02.2020;0.90;1;0
32055273;Martim Moniz Studio 1 w/AC - by LU Holidays;239513511;Goncalo & Miku;Lisboa;Arroios;3.872.004;-913.593;Entire home/apt;57;1;103;11.06.2021;Apr 27;31;363
32056025;Martim Moniz Studio 2 w/AC - by LU Holidays;239513511;Goncalo & Miku;Lisboa;Santa Maria Maior;3.871.999;-913.621;Entire home/apt;68;1;57;28.05.2021;Feb 33;31;362
32056529;Chiado Cozy 2 Sunny 1BR - by LU Holidays;239513511;Goncalo & Miku;Lisboa;Misericrdia;3.871.037;-914.961;Entire home/apt;69;1;88;27.08.2020;03. Sep;31;360
32057074;Chiado Cozy 1 Studio w/balcony - by LU Holidays;239513511;Goncalo & Miku;Lisboa;Misericrdia;3.871.044;-91.519;Entire home/apt;54;1;127;28.02.2021;Apr 55;31;359
32057292;Comfy Duplex w/ Terrace;221880099;Goodplace;Lisboa;Belm;3.870.524;-920.333;Entire home/apt;114;1;22;21.02.2020;0.78;30;167
32062614;Quarto no jardim do apartamento;135703197;Madalena;Lisboa;Penha de Frana;3.873.254;-912.949;Private room;15;2;23;17.06.2021;01. Mrz;3;239
32063086;Lovage Grey Apartment, Benfica Stadium, Lisbon;22192546;Madalena;Lisboa;So Domingos de Benfica;3.875.301;-918.132;Entire home/apt;199;2;15;11.10.2019;0.55;60;103
32063315;Studio 11B Panoramic sea view of Cascais;240439654;Luis;Cascais;Cascais e Estoril;3.870.018;-943.272;Entire home/apt;60;3;50;18.06.2021;Jan 87;1;237
32063721;Lovage Yellow Apartment, Benfica Stadium, Lisbon;22192546;Madalena;Lisboa;So Domingos de Benfica;3.875.222;-91.821;Entire home/apt;169;2;11;20.02.2020;0.49;60;5
32064592;Casa Alto dos Seixos;227600773;Inês;Mafra;Santo Isidoro;3.900.856;-939.819;Entire home/apt;75;2;43;14.11.2020;Jan 63;1;280
32065071;Saldanha Prime Apartment;76223539;BnBird Homes;Lisboa;Arroios;3.873.146;-914.234;Entire home/apt;160;3;16;19.07.2019;0.64;84;229
32065451;Villa with Pool&Games near Lisbon-Ericeira;89796013;Santiago;Mafra;Encarnao;3.903.259;-934.848;Entire home/apt;290;3;16;29.05.2021;0.61;1;0
32068642;*NEW* Spacious 5 bedroom apartment,center,Rato;10551079;Yasemin&Frederico;Lisboa;Campo de Ourique;3.871.975;-915.709;Entire home/apt;149;28;3;02.08.2019;0.13;12;289
32070302;*NEW*Lovely double room in center,Rato (1);10551079;Yasemin&Frederico;Lisboa;Campo de Ourique;3.871.943;-915.776;Private room;16;28;8;15.09.2019;0.37;12;92
32071081;Sunset view point at Adelas;103146115;Miguel;Lisboa;Santo Antnio;3.871.569;-915.015;Entire home/apt;31;30;0;;;1;258
32072151;*NEW*Modern twin/double room in center,Rato(2);10551079;Yasemin&Frederico;Lisboa;Campo de Ourique;3.871.789;-915.578;Private room;17;28;7;06.09.2019;0.31;12;322
32072621;*NEW*Comfortable double room in center,Rato,(3);10551079;Yasemin&Frederico;Lisboa;Campo de Ourique;3.871.771;-915.567;Private room;16;28;20;27.10.2019;0.85;12;0
32073188;*NEW*Double room&private bathroom in center,Rato,4;10551079;Yasemin&Frederico;Lisboa;Campo de Ourique;3.871.753;-915.735;Private room;18;28;14;05.07.2019;0.59;12;173
32073742;*NEW*Cozy double room in center,Rato,(5);10551079;Yasemin&Frederico;Lisboa;Campo de Ourique;3.871.961;-9.157;Private room;15;28;13;30.06.2019;0.56;12;320
32078085;Downtown apartment with terrace and amazing view;194882044;Maria;Lisboa;Santa Maria Maior;3.871.016;-913.546;Entire home/apt;220;2;45;09.05.2021;Jan 71;2;348
32086822;great loft in Alfama for longer stay;240649072;Matti;Lisboa;Santa Maria Maior;3.871.183;-912.701;Entire home/apt;110;30;1;27.09.2019;0.05;1;120
32087202;Exciting City Center Apartment;211106035;Alexandre Passos;Lisboa;Arroios;3.872.165;-913.529;Entire home/apt;40;1;83;21.01.2020;3.00;4;177
32087672;Flat do Chiado I;158710910;Jussara;Lisboa;Misericrdia;3.871.151;-914.586;Entire home/apt;60;1;43;16.09.2019;Jan 59;4;168
32088131;River House in Alcântara;141395604;Ana;Lisboa;Alcntara;3.870.587;-91.798;Entire home/apt;100;2;8;16.09.2019;0.35;2;179
32090530;Fantastic stylish downtown apt @ Historic Centre;56966766;Rui;Lisboa;Estrela;3.871.364;-915.502;Entire home/apt;75;1;42;02.10.2019;Jan 67;3;207
32095892;Duques Villa Apartment n.8 with Garden and Parking;235012325;Duques Villa;Lisboa;Penha de Frana;3.872.589;-911.577;Entire home/apt;73;2;55;16.02.2020;02. Jan;8;343
32099077;Hillside Apartment - Pool, Tennis & Terrace;240775857;Teresa;Cascais;Cascais e Estoril;3.870.679;-945.005;Entire home/apt;250;3;6;26.09.2019;0.27;1;0
32103608;Double bed room;56546020;André;Lisboa;Areeiro;3.874.287;-913.707;Private room;25;3;0;;;2;168
32105055;Lisbon 60's vintage look apartment;1271930;Luis;Lisboa;Alvalade;3.875.654;-914.113;Entire home/apt;60;3;10;22.06.2019;0.45;7;0
32107285;New Ocean Front apartment with a pool;6426862;Assunção;Cascais;Cascais e Estoril;3.869.696;-94.394;Entire home/apt;68;7;8;11.11.2019;0.32;7;1
32108782;Pontinha Cozy Cozy;12279393;Danielle;Odivelas;Pontinha e Fames;3.876.481;-920.159;Private room;30;2;4;11.08.2019;0.15;2;88
32111605;Bora-Bora Lisbon Apartment;240897159;Manuel;Lisboa;Areeiro;3.873.809;-913.366;Entire home/apt;80;5;0;;;2;0
32112321;Latino Coelho Residence - T4;240897159;Manuel;Lisboa;Avenidas Novas;3.873.277;-914.898;Entire home/apt;143;5;2;08.07.2019;0.08;2;0
32113493;Sao Bento Blue 1BR w/balcony+AC - by LU Holidays;239513511;Goncalo & Miku;Lisboa;Estrela;3.871.245;-915.632;Entire home/apt;81;1;59;31.05.2021;Feb 17;31;358
32119038;Lisbon Parque das Nações Apartment;41901747;Marco;Lisboa;Parque das Naes;3.875.678;-909.761;Entire home/apt;85;2;14;11.08.2020;0.52;1;180
32125162;My Apartment in Sacavém;241019116;Manuel;Loures;Sacavm e Prior Velho;3.878.916;-911.037;Entire home/apt;55;3;2;23.10.2020;0.13;1;189
32125439;Best Lapa View - Clean & Safe;241023035;Fernando;Lisboa;Estrela;3.871.128;-915.918;Entire home/apt;82;2;19;05.03.2020;0.73;1;273
32125496;Casa Freiria Tour;241022718;Natalia;Torres Vedras;Freiria;3.902.471;-931.984;Entire home/apt;70;2;4;04.04.2021;0.18;1;330
32128543;AlfamaLounge 3BR RiverView+Parkin - by LU Hoildays;239513511;Goncalo & Miku;Lisboa;So Vicente;3.871.934;-912.288;Entire home/apt;129;1;119;04.06.2021;Apr 32;31;344
32130148;Walk to the National Theater From a Central Apartment;13567546;Liliana;Lisboa;Santa Maria Maior;3.871.092;-913.623;Entire home/apt;98;1;69;02.03.2021;Feb 45;23;217
32133324;Apartamento  Condomínio com piscina, vista jardim;241055709;Sentido Binário;Mafra;Ericeira;3.896.834;-941.666;Entire home/apt;125;4;12;13.09.2020;0.45;1;334
32133676;Estrela Neoclassical Apt- River View;241058506;Rosina Micaela;Lisboa;Estrela;3.870.598;-916.722;Entire home/apt;150;2;7;30.04.2019;0.28;1;365
32133927;Santos Stylish Cozy Apt – with AC_Green Terrace;168924681;Eva, Gabriel, Lays E Andreia;Lisboa;Estrela;3.870.713;-916.316;Entire home/apt;85;2;30;26.12.2020;Jan 14;20;29
32140405;Affordable Ocean Views! Zambujeira, Lourinha;50947752;Marina;Lourinh;Lourinh e Atalaia;3.926.483;-931.215;Entire home/apt;55;2;12;19.10.2020;0.45;1;151
32151122;AlfamaTale 4BR Duplex w/RiverView - by LU Holidays;239513511;Goncalo & Miku;Lisboa;So Vicente;3.871.405;-912.937;Entire home/apt;104;1;133;08.03.2021;Apr 73;31;358
32152105;Casa da Villa;134653094;Paula;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;3.879.941;-938.817;Entire home/apt;70;2;24;02.10.2019;0.86;1;0
32152833;Ericeira Spacious Flat with Balcony;3953109;Feels Like Home;Mafra;Ericeira;3.896.884;-941.295;Entire home/apt;107;2;28;14.07.2019;01. Jun;272;0
32153287;Graça -  Sunny, Colorful with AC and Terrace;241200050;Anne;Lisboa;So Vicente;3.871.894;-912.491;Entire home/apt;65;4;18;03.02.2020;0.69;1;358
32153862;Lisboa São Vicente;241204494;José;Lisboa;So Vicente;387.198;-91.241;Entire home/apt;75;2;32;05.09.2019;Jan 16;1;295
32154036;Villa Glicinias;199039294;Helena;Cascais;Cascais e Estoril;3.872.048;-944.636;Entire home/apt;350;2;19;03.08.2019;0.79;4;282
32154165;Baixa Tile Blue 2BR w/Elevator+AC - by LU Holidays;239513511;Goncalo & Miku;Lisboa;Santa Maria Maior;3.870.879;-913.459;Entire home/apt;82;1;73;29.05.2021;Mrz 17;31;361
32154180;Rossio Penthouse RiverView+Parkin - by LU Holidays;239513511;Goncalo & Miku;Lisboa;Arroios;3.871.708;-913.847;Entire home/apt;135;1;132;31.03.2021;05. Okt;31;353
32155040;Comfortable room in Belém #2;50201063;Svetlana;Lisboa;Belm;3.869.683;-919.595;Private room;28;2;56;25.02.2020;02. Mai;4;80
32155455;Comfortable room in Belém #1;50201063;Svetlana;Lisboa;Belm;3.869.906;-919.644;Private room;28;2;50;26.03.2019;Jan 80;4;85
32155892;AlfamaModern 2BR RiverView+Parkin - by LU Holidays;239513511;Goncalo & Miku;Lisboa;Santa Maria Maior;387.126;-912.966;Entire home/apt;85;1;79;13.01.2021;03. Nov;31;356
32156337;Alfama Loft Studio w/RiverView+AC - by LU Holidays;239513511;Goncalo & Miku;Lisboa;Santa Maria Maior;3.871.226;-913.058;Entire home/apt;66;1;67;08.05.2021;Feb 80;31;360
32162628;Guesthouse Lisbon City Center FS2- Room 5;132445815;Cândida;Lisboa;Arroios;3.873.346;-913.225;Private room;25;4;22;02.01.2020;0.79;21;70
32167028;Pathé Apartment;52389591;Luis;Lisboa;Arroios;3.873.251;-913.233;Entire home/apt;60;2;47;04.02.2020;Jan 70;4;158
32174716;Bairro Alto Studio 1 w/AC - by LU Holidays;239513511;Goncalo & Miku;Lisboa;Misericrdia;3.871.249;-914.479;Entire home/apt;61;1;48;19.01.2021;Mrz 99;31;364
32175387;Bairro Alto Studio 2  w/AC - by LU Holidays;239513511;Goncalo & Miku;Lisboa;Misericrdia;3.871.188;-914.315;Entire home/apt;59;1;76;21.07.2020;Mrz 13;31;363
32175559;Bairro Alto Studio 3 w/AC - by LU Holidays;239513511;Goncalo & Miku;Lisboa;Misericrdia;3.871.241;-914.329;Entire home/apt;67;1;82;19.04.2021;Apr 23;31;358
32175884;Lisbon city center charming apartment;480371;Paulo;Lisboa;Santo Antnio;3.871.599;-914.613;Entire home/apt;85;2;24;27.10.2019;0.92;1;260
32178071;★★Relax and comfy - - Down Town - - Kings bed ★★;141586881;Karolina Lucja;Lisboa;Santo Antnio;3.871.999;-914.328;Private room;67;1;17;25.02.2020;0.64;7;136
32179673;Spacious 2BR Downtown - 5 min to River by LovelyStay;241447189;Victor;Lisboa;Santa Maria Maior;3.871.321;-913.713;Entire home/apt;76;2;74;30.12.2019;Feb 85;1;304
32182224;DoBairro Suites at Merces one bedroom apartment;9338843;Nuno;Lisboa;Misericrdia;387.132;-915.127;Entire home/apt;72;2;0;;;11;352
32185668;Angola 45 - Monte Agudo;2372087;Albertino;Lisboa;Arroios;387.271;-9.133;Entire home/apt;101;3;2;09.09.2020;0.22;57;361
